uid	en	zh	status	model	flags
u01954	!{Must not already be present}CountBehavior(Reinforcement8Alive,CompleteOnlyAtUnit) && CountBehavior(InfestationPreventingSecurityUnits,CompleteOnlyAtUnit) < {Must be 10 or less infestation preventing security units}12	!{不得已存在}CountBehavior(Reinforcement8Alive,CompleteOnlyAtUnit) && CountBehavior(InfestationPreventingSecurityUnits,CompleteOnlyAtUnit) < {阻止安保单位的感染数量必须不超过 10}12	ok	deepseek-flash	
u01966	(CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} || {Must be near a weapons locker}CountUpgrade(QuantumBackpackEquipped,CompleteOnly)) && !{Already Equipped}CountUpgrade(MotionSensorEquipped,CompleteOnly)	(CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须在武器柜附近} || {必须在武器柜附近}CountUpgrade(QuantumBackpackEquipped,CompleteOnly)) && !{已装备}CountUpgrade(MotionSensorEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u01967	(CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} || {Must be near a weapons locker}CountUpgrade(QuantumBackpackEquipped,CompleteOnly)) && !{Already Equipped}CountUpgrade(PsiDisrupterEquipped,CompleteOnly)	(CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须在武器柜附近} || {必须在武器柜附近}CountUpgrade(QuantumBackpackEquipped,CompleteOnly)) && !{已装备}CountUpgrade(PsiDisrupterEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u01968	(CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} || {Must be near a weapons locker}CountUpgrade(QuantumBackpackEquipped,CompleteOnly)) && !{Already Equipped}CountUpgrade(TESTEquippedExplorationDroidEquipped,CompleteOnly)	(CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须在武器柜附近} || {必须在武器柜附近}CountUpgrade(QuantumBackpackEquipped,CompleteOnly)) && !{已装备}CountUpgrade(TESTEquippedExplorationDroidEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u01969	(CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} || {Must be near a weapons locker}CountUpgrade(QuantumBackpackEquipped,CompleteOnly)) && !{Already equipped}CountUpgrade(ForceFieldGrenadeEquipped,CompleteOnly)	(CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须在武器柜附近} || {必须在武器柜附近}CountUpgrade(QuantumBackpackEquipped,CompleteOnly)) && !{已装备}CountUpgrade(ForceFieldGrenadeEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u01970	(CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} || {Must be near a weapons locker}CountUpgrade(QuantumBackpackEquipped,CompleteOnly)) && !{Already equipped}CountUpgrade(FragGrenadeEquipped,CompleteOnly)	(CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须在武器柜附近} || {必须在武器柜附近}CountUpgrade(QuantumBackpackEquipped,CompleteOnly)) && !{已装备}CountUpgrade(FragGrenadeEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u01971	(CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){Must be near a weapons locker} || {Must be near a weapons locker}CountUpgrade(QuantumBackpackEquipped,CompleteOnly)) && !{Already equipped}CountUpgrade(IncendiaryGrenadeEquipped,CompleteOnly)	(CountBehavior(NearWeaponsLocker,CompleteOnlyAtUnit){必须在武器柜附近} || {必须在武器柜附近}CountUpgrade(QuantumBackpackEquipped,CompleteOnly)) && !{已装备}CountUpgrade(IncendiaryGrenadeEquipped,CompleteOnly)	warn	deepseek-flash	glossary?Locker
u01972	(CountUnit(ToxicNestBurrowed,QueuedOrBetter) + CountUnit(ToxicNest,QueuedOrBetter)) < {Limit of 12}12	(CountUnit(ToxicNestBurrowed,QueuedOrBetter) + CountUnit(ToxicNest,QueuedOrBetter)) < {上限 12}12	ok	deepseek-flash	
u01973	(CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5	(CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5	warn	deepseek-flash	untranslated,glossary?Strain
u01974	(CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5 && CountUpgrade(DefilerStrain,CompleteOnly) == CountUpgrade(StrainDamage,CompleteOnly)	(CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5 && CountUpgrade(DefilerStrain,CompleteOnly) == CountUpgrade(StrainDamage,CompleteOnly)	warn	deepseek-flash	untranslated,glossary?Strain
u01975	(CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5 && CountUpgrade(HunterlingStrain,CompleteOnly) == CountUpgrade(StrainSpeed,CompleteOnly)	(CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5 && CountUpgrade(HunterlingStrain,CompleteOnly) == CountUpgrade(StrainSpeed,CompleteOnly)	warn	deepseek-flash	untranslated,glossary?Strain
u01976	(CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5 && CountUpgrade(KaboomerStrain,CompleteOnly) == CountUpgrade(StrainVolatile,CompleteOnly)	(CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5 && CountUpgrade(KaboomerStrain,CompleteOnly) == CountUpgrade(StrainVolatile,CompleteOnly)	warn	deepseek-flash	untranslated,glossary?Strain
u01977	(CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5 && CountUpgrade(PureStrainDamage,CompleteOnly) == CountUpgrade(StrainDamage,CompleteOnly)	(CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5 && CountUpgrade(PureStrainDamage,CompleteOnly) == CountUpgrade(StrainDamage,CompleteOnly)	warn	deepseek-flash	untranslated,glossary?Strain
u01978	(CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5 && CountUpgrade(PureStrainHealth,CompleteOnly) == CountUpgrade(StrainHealth,CompleteOnly)	(CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5 && CountUpgrade(PureStrainHealth,CompleteOnly) == CountUpgrade(StrainHealth,CompleteOnly)	warn	deepseek-flash	untranslated,glossary?Strain
u01979	(CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5 && CountUpgrade(PureStrainSpeed,CompleteOnly) == CountUpgrade(StrainSpeed,CompleteOnly)	(CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5 && CountUpgrade(PureStrainSpeed,CompleteOnly) == CountUpgrade(StrainSpeed,CompleteOnly)	warn	deepseek-flash	untranslated,glossary?Strain
u01980	(CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5 && CountUpgrade(PureStrainVolatile,CompleteOnly) == CountUpgrade(StrainVolatile,CompleteOnly)	(CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5 && CountUpgrade(PureStrainVolatile,CompleteOnly) == CountUpgrade(StrainVolatile,CompleteOnly)	warn	deepseek-flash	untranslated,glossary?Strain
u01981	(CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5 && CountUpgrade(TankStrain,CompleteOnly) == CountUpgrade(StrainHealth,CompleteOnly)	(CountUpgrade(StrainDamage,CompleteOnly) + CountUpgrade(StrainHealth,CompleteOnly) + CountUpgrade(StrainSpeed,CompleteOnly) + CountUpgrade(StrainVolatile,CompleteOnly)) == 5 && CountUpgrade(TankStrain,CompleteOnly) == CountUpgrade(StrainHealth,CompleteOnly)	warn	deepseek-flash	untranslated,glossary?Strain
u01982	(I know this doesnt look like much but it took almost 20 hours to fix these things... enjoy!)	（我知道这看起来没什么了不起，但修好这些东西花了将近 20 个小时……好好享受吧！）	ok	deepseek-flash	
u01983	- 15 New Weapon Upgrades!	- 15 项新武器升级！	ok	deepseek-flash	
u01984	- 2 new guns	- 2 把新枪	ok	deepseek-flash	
u01985	- 4 New Zombie Mutation Upgrades!	- 4 项新僵尸变异升级！	ok	deepseek-flash	
u01986	- Abberation cost decreased to 110 from 120	- 畸变体成本从 120 降至 110	ok	deepseek-flash	
u01987	- Aberrations and abominations now have half of their health composed of special high armor shields when regenerate quickly out of combat	- 畸变体和憎恶现在有一半生命值由特殊高护甲护盾构成，脱离战斗后会快速恢复	ok	deepseek-flash	
u01988	- Acceleration drone energy cost per beam reduced to 1/second from 1.66/second	- 加速无人机每道光束的能量消耗从 1.66/秒降至 1/秒	ok	deepseek-flash	
u01989	- Acceleration drone speed buff decreased to 1.4x from 1.5x	- 加速无人机的速度加成从 1.5 倍降至 1.4 倍	ok	deepseek-flash	
u01990	- Acid puddles no longer harm zombies	- 酸液池不再伤害僵尸	ok	deepseek-flash	
u01991	- Added Aberration Evolution	- 新增畸变体进化	ok	deepseek-flash	
u01992	- Added Descriptions to all zombie units	- 为所有僵尸单位添加了描述	ok	deepseek-flash	
u01993	- Added HD combat shield model	- 新增高清战斗护盾模型	ok	deepseek-flash	
u01994	- Added Icons for suits which take the place of the armor icon	- 为装甲服新增图标，取代护甲图标	ok	deepseek-flash	
u01995	- Added Oculus	- 新增眼魔	ok	deepseek-flash	
u01996	- Added Prototype Super Stimpack	- 新增原型超级兴奋剂	ok	deepseek-flash	
u01997	- Added Upgrades to experimental equipement that make them failure proof	- 为实验性装备新增升级，使其不会失效	ok	deepseek-flash	
u01998	- Added a biological energy recharger inside the lab mine sub level so that mining there no longer results in a net loss of energy	- 在实验室矿场地下层内新增了一个生物能量充电器，使在那里采矿不再造成能量净亏损	ok	deepseek-flash	
u01999	- Added a new animation for turrets while disabled	- 为炮塔在被禁用时新增了一个动画	ok	deepseek-flash	
u02000	- Added a new equipment item - A.I. Assistant	- 新增一件装备 - 人工智能助手	ok	deepseek-flash	
u02001	- Added a new model for players cocoons	- 为玩家的虫茧新增了一个模型	ok	deepseek-flash	
u02002	- Added a new visual detail for stimpack	- 为兴奋剂新增了一个视觉细节	ok	deepseek-flash	
u02003	- Added a setting which modifies the layout of custom ui buttons to better fit screens with a 4:3 aspect ratio	- 新增一项设置，可调整自定义界面按钮的布局，以更好地适配 4:3 比例的屏幕	ok	deepseek-flash	
u02004	- Added a theme for when you escape in the dropship	- 新增了乘坐运输船逃离时的主题音乐	ok	deepseek-flash	
u02031	- Added geneweaver evolution which allows it to spawn pure strain zombies, increases spawn count for timed life zombies, and increases stats	- 添加了织基因者进化，使其能生成纯株系僵尸，增加限时生命僵尸的生成数量，并提升属性	ok	deepseek-flash	
u02032	- Added hotkeys to locker and hive menus	- 为柜子和虫巢菜单添加了快捷键	ok	deepseek-flash	
u02033	- Added legion zombie evolution	- 添加了军团僵尸进化	ok	deepseek-flash	
u02034	- Added legion zombie tooltip	- 添加了军团僵尸提示信息	ok	deepseek-flash	
u02035	- Added lesser nydus to structures (a single lesser nydus works differently than having a large network from the security ultimate)	- 为建筑添加了小型虫道虫（单个小型虫道虫的运作方式不同于安全终极技能带来的大型网络）	ok	deepseek-flash	
u02036	- Added many missing flavor text quotes	- 添加了许多缺失的趣味文本台词	ok	deepseek-flash	
u02037	- Added many new types of security units, which unique units for many rooms	- 添加了许多新型安保单位，为许多房间配备了独特单位	ok	deepseek-flash	
u02038	- Added markers underneath doors that were missing them and hangar gates	- 为下方缺少标记的门以及机库闸门添加了标记	ok	deepseek-flash	
u02039	- Added medic shield	- 添加了医疗兵护盾	ok	deepseek-flash	
u02040	- Added minimap icons for important areas (icons made by siowy)	- 为重要区域添加了小地图图标（图标由 siowy 制作）	ok	deepseek-flash	
u02041	- Added new UI for marine stats	- 添加了陆战队员统计的新界面	ok	deepseek-flash	
u02042	- Added new UI theme for zombie player	- 为僵尸玩家添加了新的界面主题	ok	deepseek-flash	
u02043	- Added new alpha zombie - Hunter/Predator	- 添加了新的阿尔法僵尸——猎手/掠食者	ok	deepseek-flash	
u02044	- Added new custom buttons to many units lacking unique ones	- 为许多缺少独特按钮的单位添加了新的自定义按钮	ok	deepseek-flash	
u02045	- Added new custom model for psi disruptor marines	- 为幽能干扰器陆战队员添加了新的自定义模型	ok	deepseek-flash	
u02046	- Added new equipment item - optical visor	- 添加了新的装备物品——光学护目镜	ok	deepseek-flash	
u02047	- Added new experimental - Prototype Super Healing Drone	- 添加了新的实验性内容——原型超级治疗无人机	ok	deepseek-flash	
u02048	"- Added new feature ""auto upgrade"" which allows you to automatically upgrade turrets or drones into the desired type on placement"	- 添加了新功能“自动升级”，允许你在放置时自动将炮塔或无人机升级为所需类型	ok	deepseek-flash	
u02049	- Added new spec ops psi disruptor upgrade	- 添加了新的特种作战幽能干扰器升级	ok	deepseek-flash	
u02050	- Added new weapon - Prototype Arc Welder!	- 添加了新武器——原型电弧焊枪！	ok	deepseek-flash	
u02051	- Added placeholder sunken colony build animation for until the real animation works	- 添加了沉陷虫巢的占位建造动画，直到真正的动画可用为止	ok	deepseek-flash	
u02052	- Added quantum backpack	- 添加了量子背包	ok	deepseek-flash	
u02053	- Added ranking system with automatic difficulty selection	- 添加了军衔系统，可自动选择难度	ok	deepseek-flash	
u02054	- Added rocket laucher discripter	- 添加了火箭发射器说明	ok	deepseek-flash	
u02055	- Added secret arctic club?	- 添加了秘密极地俱乐部？	ok	deepseek-flash	
u02056	- Added spec ops psi disruptor upgrade	- 添加了特种作战幽能干扰器升级	ok	deepseek-flash	
u02057	- Added sunken colony defensive stucture	- 添加了沉陷虫巢防御建筑	ok	deepseek-flash	
u02005	- Added a ui button for enabling/disabling marine auto-harvest	- 添加了一个用于启用/禁用陆战队员自动采集的界面按钮	ok	deepseek-flash	
u02006	- Added a unique portrait to volatile zombies	- 为不稳定僵尸添加了独特头像	ok	deepseek-flash	
u02007	- Added accelerant drone	- 添加了助燃剂无人机	ok	deepseek-flash	
u02008	- Added additional defences to containment	- 为收容设施添加了额外防御	ok	deepseek-flash	
u02009	- Added additional flavor text	- 添加了额外风味文本	ok	deepseek-flash	
u02010	- Added additional sounds to the anubalisk spines attack	- 为阿努巴利斯克的脊刺攻击添加了额外音效	ok	deepseek-flash	
u02011	- Added additional spawn locations	- 添加了额外生成位置	ok	deepseek-flash	
u02012	- Added additional zoom levels for zooming further in and further out	- 添加了额外缩放级别，可拉得更近和更远	ok	deepseek-flash	
u02013	- Added advanced exploration droid upgrade	- 添加了高级勘探机器人升级	ok	deepseek-flash	
u02014	- Added advanced motion sensor upgrade	- 添加了高级运动传感器升级	ok	deepseek-flash	
u02015	- Added advanced suit upgrades. Although basic suits have been nerfed, the updraded versions are more powerful than pre-nerf basic suits	- 添加了高级装甲升级。虽然基础装甲被削弱，但升级版本比削弱前的基础装甲更强	ok	deepseek-flash	
u02016	- Added an additional entrance to the sub level near fdc	- 在燃料分配中心附近为地下层添加了一个额外入口	ok	deepseek-flash	
u02017	- Added an ingame list of the creators for all custom assets (other than myself)	- 添加了游戏内所有自定义资源创作者名单（除我自己外）	ok	deepseek-flash	
u02018	- Added animation for marines being stunned	- 为陆战队员被击晕添加了动画	ok	deepseek-flash	
u02019	- Added animation to geneweaver for spawning blood zombies	- 为织基因者添加了生成鲜血僵尸的动画	ok	deepseek-flash	
u02020	- Added anubalisk (also comes with an evolution)	- 添加了阿努巴利斯克（同时附带一种进化）	ok	deepseek-flash	
u02021	- Added automining, activated by typing -afk, canceled by typing -afk or attack moving	- 添加了自动采矿，输入 -afk 激活，输入 -afk 或攻击移动取消	ok	deepseek-flash	
u02022	- Added class 6 infestation when all rooms are infested which opens all hangars	- 添加了当所有房间都被感染时的 6 级感染，会打开所有机库	ok	deepseek-flash	
u02023	- Added creep pod to unit glossary	- 将菌毯荚添加到单位词汇表	ok	deepseek-flash	
u02024	- Added custom animations to drones for using abilities and deactivation	- 为无人机使用技能和停用添加了自定义动画	ok	deepseek-flash	
u02025	- Added custom spec ops flame death models	- 添加了自定义特种作战火焰死亡模型	ok	deepseek-flash	
u02026	- Added detection	- 添加了侦测	ok	deepseek-flash	
u02027	- Added drop ship interior - this is not fully fleshed out yet but contains the basics	- 添加了运输船内部——目前尚未完全完善，但包含基本内容	ok	deepseek-flash	
u02028	- Added external energy pack back into the game	- 将外部能量包重新添加回游戏	ok	deepseek-flash	
u02029	- Added fire, acid, and ragdol death animations to leaping fast zombies	- 为跳跃的快速僵尸添加了火焰、酸液和布娃娃死亡动画	ok	deepseek-flash	
u02030	- Added floating cocoons to the unit glossary	- 将漂浮的虫茧添加到单位词汇表	ok	deepseek-flash	
u01926	!{Cannot be used once dropships are fueled}CountUpgrade(DropshipsFueled,QueuedOrBetter)	!{运输船加注燃料后无法使用}CountUpgrade(DropshipsFueled,QueuedOrBetter)	warn	deepseek-flash	glossary?Upgrade
u01927	!{Limit 1}CountUpgrade(BuildExtractorExcavationZone,CompleteOnly)	!{限制 1}CountUpgrade(BuildExtractorExcavationZone,CompleteOnly)	warn	deepseek-flash	glossary?Extractor
u01928	!{Limit 1}CountUpgrade(BuildExtractorExcavationZone,CompleteOnly) && CountUpgrade(RefineryRoomInfestedExcavationZone,CompleteOnly){Infest room near refinery}	!{限制 1}CountUpgrade(BuildExtractorExcavationZone,CompleteOnly) && CountUpgrade(RefineryRoomInfestedExcavationZone,CompleteOnly){感染精炼厂附近的房间}	warn	deepseek-flash	glossary?Extractor
u01929	!{Limit 1}CountUpgrade(BuildExtractorManufacturingSector,CompleteOnly)	!{限制 1}CountUpgrade(BuildExtractorManufacturingSector,CompleteOnly)	warn	deepseek-flash	glossary?Extractor
u01930	!{Limit 1}CountUpgrade(BuildExtractorManufacturingSector,CompleteOnly) && CountUpgrade(RefineryRoomInfestedManufacturingSector,CompleteOnly){Infest room near refinery}	!{限制 1}CountUpgrade(BuildExtractorManufacturingSector,CompleteOnly) && CountUpgrade(RefineryRoomInfestedManufacturingSector,CompleteOnly){感染精炼厂附近的房间}	warn	deepseek-flash	glossary?Extractor
